medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
02861094C5C334E365C45B732A783945,F75DFE14CEED8344E1BC84DA7C7B2186,VTS,1/13/2013 13:42,CRD,5.5,0,0.5,1,0,7
02861094C5C334E365C45B732A783945,F75DFE14CEED8344E1BC84DA7C7B2186,VTS,1/13/2013 12:27,CRD,5,0,0.5,1,0,6.5
0293108C734F9B1C3CA58A43BA6535AB,47DE01B4C27EE4F86831656DA5BA13E2,VTS,1/13/2013 4:11,CRD,31,0.5,0.5,9.45,0,41.45
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 11:12,CRD,10.5,0,0.5,2.1,0,13.1
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 11:24,CRD,12,0,0.5,0.5,0,13
0293108C734F9B1C3CA58A43BA6535AB,47DE01B4C27EE4F86831656DA5BA13E2,VTS,1/13/2013 3:31,CSH,10.5,0.5,0.5,0,0,11.5
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 12:54,CRD,5.5,0,0.5,1.1,0,7.1
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 12:44,CSH,8.5,0,0.5,0,0,9
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 13:04,CRD,6,0,0.5,1.5,0,8
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 12:38,CSH,4.5,0,0.5,0,0,5
0293108C734F9B1C3CA58A43BA6535AB,FE540783744E93467DBBDE46B50FCA82,VTS,1/13/2013 11:54,CRD,14.5,0,0.5,2.9,0,17.9
02977FF6387A1A2C71052508C5603E39,6FEFE8F3E43C9A1473B4058D6842952B,VTS,1/13/2013 4:33,CRD,7,0.5,0.5,1.1,0,9.1
02977FF6387A1A2C71052508C5603E39,6FEFE8F3E43C9A1473B4058D6842952B,VTS,1/13/2013 4:40,CRD,13.5,0.5,0.5,3,0,17.5
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 10:28,CRD,11.5,0,0.5,2,0,14
02977FF6387A1A2C71052508C5603E39,6FEFE8F3E43C9A1473B4058D6842952B,VTS,1/13/2013 3:29,CRD,9,0.5,0.5,2.85,0,12.85
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 11:53,CSH,7.5,0,0.5,0,0,8
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 12:04,CSH,3.5,0,0.5,0,0,4
02977FF6387A1A2C71052508C5603E39,6FEFE8F3E43C9A1473B4058D6842952B,VTS,1/13/2013 2:13,CSH,7.5,0.5,0.5,0,0,8.5
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 12:11,CRD,6,0,0.5,1,0,7.5
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 11:00,CRD,5,0,0.5,1.5,0,7
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 9:50,CRD,5.5,0,0.5,1,0,7
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 14:13,CSH,10,0,0.5,0,0,10.5
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 13:20,CRD,19.5,0,0.5,0,0,20
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 10:12,CRD,6.5,0,0.5,1.3,0,8.3
02977FF6387A1A2C71052508C5603E39,7204CA9D5E69DA2CFE7F416DF4439E01,VTS,1/13/2013 12:43,CRD,15,0,0.5,2,0,17.5
02A2214E583CDF23AE05E30966BFEFEB,E0D4FD13A590E6F232CBDEA5D818C837,VTS,1/13/2013 3:13,CRD,21.5,0.5,0.5,6.6,0,29.1
02A2214E583CDF23AE05E30966BFEFEB,E0D4FD13A590E6F232CBDEA5D818C837,VTS,1/13/2013 4:39,CSH,14,0.5,0.5,0,0,15
02B196981B24858BCD38C205AA81D7D8,0F59524A877485E8DAB01262B5E18190,VTS,1/13/2013 4:40,CRD,25.5,0.5,0.5,6.5,4.8,37.8
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 9:14,CRD,15.5,0,0.5,2,0,18
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 11:08,CRD,8.5,0,0.5,1.7,0,10.7
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 9:38,CSH,9,0,0.5,0,0,9.5
02B196981B24858BCD38C205AA81D7D8,0F59524A877485E8DAB01262B5E18190,VTS,1/13/2013 3:27,CSH,11.5,0.5,0.5,0,0,12.5
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 10:51,CRD,11.5,0,0.5,3.45,0,15.45
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 10:29,CRD,21.5,0,0.5,4.3,0,26.3
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 10:19,CRD,4.5,0,0.5,1.12,0,6.12
02B196981B24858BCD38C205AA81D7D8,AEFF9D5D6D0A93197BFE361E7B8C4970,VTS,1/13/2013 9:58,CSH,12,0,0.5,0,0,12.5
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 11:52,CRD,14.5,0,0.5,2.9,0,17.9
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 12:12,CRD,3.5,0,0.5,0.7,0,4.7
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 11:28,CSH,4,0,0.5,0,0,4.5
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 12:54,CRD,7,0,0.5,1.4,0,8.9
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 12:19,CSH,14.5,0,0.5,0,0,15
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 11:35,CSH,12,0,0.5,0,0,12.5
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 13:35,CSH,10,0,0.5,0,0,10.5
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 14:06,CRD,7.5,0,0.5,1.5,0,9.5
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 12:34,CSH,5.5,0,0.5,0,0,6
02B5097C51EBA10438C43AC0F4BC5867,9636FA005F98BAB18A65171FAA339F85,VTS,1/13/2013 14:20,CSH,6.5,0,0.5,0,0,7
02B7DE7C2E111399FA7F96560B163A70,BDC5327C270F60FFDB23F084CDFAE509,VTS,1/13/2013 13:03,CRD,5.5,0,0.5,1.1,0,7.1
02B7DE7C2E111399FA7F96560B163A70,BDC5327C270F60FFDB23F084CDFAE509,VTS,1/13/2013 12:51,CRD,10,0,0.5,2,0,12.5
02B7DE7C2E111399FA7F96560B163A70,BDC5327C270F60FFDB23F084CDFAE509,VTS,1/13/2013 12:12,CRD,52,0,0.5,10.4,4.8,67.7
02BBF79756F59468C477CB6C25AC4EFA,0CF6FC52A5464CB0369F862EF0C64AD3,VTS,1/13/2013 13:03,CRD,21,0,0.5,4.2,0,25.7
02BBF79756F59468C477CB6C25AC4EFA,0CF6FC52A5464CB0369F862EF0C64AD3,VTS,1/13/2013 12:41,CRD,15.5,0,0.5,2,0,18
02BFD1B64C2C80B433D3A282C828912B,375201058CFE70CE40B69903041C2310,CMT,1/1/2013 19:41,CSH,8.5,0,0.5,0,0,9
02C09A51762CE95E195E0EF5AEEC16DD,5743BC17EC3B9AAFD3F53504613052F3,VTS,1/13/2013 4:31,CSH,6,0.5,0.5,0,0,7
02C49A409C2DC66B1DBD44A6EF1B75B5,A1D0BE3DCE37D127F840C47A46484BE8,VTS,1/13/2013 2:08,CRD,9.5,0.5,0.5,2,0,12.5
02C49A409C2DC66B1DBD44A6EF1B75B5,A1D0BE3DCE37D127F840C47A46484BE8,VTS,1/13/2013 3:26,CRD,9,0.5,0.5,1.9,0,11.9
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 7:48,CSH,7,0,0.5,0,0,7.5
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 7:03,CSH,4,0,0.5,0,0,4.5
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 9:51,CRD,4.5,0,0.5,0.66,0,5.66
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 9:39,CRD,10.5,0,0.5,1.5,0,12.5
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 13:19,CRD,10,0,0.5,1.5,0,12
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 9:58,CSH,8,0,0.5,0,0,8.5
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 7:29,CRD,6.5,0,0.5,1.3,0,8.3
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 12:18,CSH,9.5,0,0.5,0,0,10
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 8:12,CSH,52,0,0.5,0,4.8,57.3
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 13:36,CSH,6,0,0.5,0,0,6.5
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 13:15,CSH,3,0,0.5,0,0,3.5
02CDF4B814C18DE3898FDA761EA8A5B4,BF7218840875D48E35E3908BDE66B1AB,VTS,1/13/2013 13:43,CSH,7,0,0.5,0,0,7.5
02CEBCE78642047165DD6E729BF7E3AC,42E6F235FA8A3111F6A4C19E1F5FE88A,VTS,1/13/2013 4:34,CRD,9.5,0.5,0.5,2,0,12.5
02CEBCE78642047165DD6E729BF7E3AC,42E6F235FA8A3111F6A4C19E1F5FE88A,VTS,1/13/2013 7:39,CRD,8,0,0.5,2.4,0,10.9
02CEBCE78642047165DD6E729BF7E3AC,42E6F235FA8A3111F6A4C19E1F5FE88A,VTS,1/13/2013 7:55,CRD,24.5,0,0.5,4.9,0,29.9
02CEBCE78642047165DD6E729BF7E3AC,E6C1CDCC64B45671A9E9D5FBCD9EF401,VTS,1/13/2013 12:15,CSH,13,0,0.5,0,0,13.5
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 9:31,CRD,7.5,0,0.5,1,0,9
02D57565703BFABECFA0F40F9B80FE44,A7E5B9AAF4230C291B174FB6911C92FF,VTS,1/13/2013 0:39,CRD,20,0.5,0.5,4.1,0,25.1
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 11:13,CRD,7,0,0.5,1.5,0,9
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 11:01,CRD,10,0,0.5,1,0,11.5
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 11:23,CRD,4.5,0,0.5,1,0,6
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 9:45,CSH,6,0,0.5,0,0,6.5
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 9:53,CSH,7,0,0.5,0,0,7.5
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 12:06,CSH,7,0,0.5,0,0,7.5
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 13:16,CRD,9.5,0,0.5,1.9,0,11.9
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 12:33,CSH,18.5,0,0.5,0,0,19
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 12:16,CRD,11.5,0,0.5,1,0,13
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 11:37,CSH,7.5,0,0.5,0,0,8
02D57565703BFABECFA0F40F9B80FE44,EAE51410A65D15C75961B092E53D8383,VTS,1/13/2013 10:06,CSH,4.5,0,0.5,0,0,5
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 4:38,CSH,12.5,0.5,0.5,0,0,13.5
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 6:23,CSH,6,0,0.5,0,0,6.5
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 12:57,CSH,6.5,0,0.5,0,0,7
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 12:46,CSH,6.5,0,0.5,0,0,7
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 13:20,CSH,13,0,0.5,0,0,13.5
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 12:25,CSH,12.5,0,0.5,0,0,13
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 13:14,CRD,5,0,0.5,1,0,6.5
02D98AA3CB447475FD0F3BA4C9D68BEB,2D6E9B94F571F8E40785C5FC7B2986E3,VTS,1/13/2013 13:08,CSH,6,0,0.5,0,0,6.5
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 11:09,CSH,4,0,0.5,0,0,4.5
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 10:20,CSH,8.5,0,0.5,0,0,9
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 10:30,CSH,8,0,0.5,0,0,8.5
02E517E0C958416296416C6F4CDABB33,FE23B48418C3CE8B22A0D821C85D6A31,VTS,1/13/2013 3:50,CSH,8,0.5,0.5,0,0,9
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 11:17,CRD,5.5,0,0.5,1.1,0,7.1
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 10:45,CSH,10.5,0,0.5,0,0,11
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 10:02,CSH,5,0,0.5,0,0,5.5
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 12:08,CRD,5.5,0,0.5,1.1,0,7.1
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 11:26,CSH,13,0,0.5,0,0,13.5
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 11:41,CRD,12,0,0.5,2.4,0,14.9
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 12:45,CRD,21,0,0.5,1,0,22.5
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 13:31,CSH,5.5,0,0.5,0,0,6
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 10:07,CSH,10,0,0.5,0,0,10.5
02E517E0C958416296416C6F4CDABB33,D18181CAC1222B3BFE18FDA6D8B43A2D,VTS,1/13/2013 12:34,CRD,8,0,0.5,2.4,0,10.9
02E5A4136FD0A775A023A005A4EABC62,F788E5B97DBC4DDAD7200A078C2B7FD2,VTS,1/13/2013 3:25,CRD,9.5,0.5,0.5,1,0,11.5
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 11:50,CSH,8.5,0,0.5,0,0,9
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 12:01,CSH,9,0,0.5,0,0,9.5
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 11:19,CSH,10.5,0,0.5,0,0,11
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 12:41,CSH,4.5,0,0.5,0,0,5
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 9:47,CRD,29.5,0,0.5,0,0,30
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 10:40,CRD,12,0,0.5,1.5,0,14
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 10:56,CSH,4.5,0,0.5,0,0,5
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 12:13,CRD,5,0,0.5,1.5,0,7
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 12:47,CRD,8,0,0.5,1.25,0,9.75
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 11:02,CRD,14,0,0.5,3.5,0,18
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 12:22,CSH,7,0,0.5,0,0,7.5
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 14:18,CSH,5,0,0.5,0,0,5.5
02EBF943439BE7166F1AD99291E5F82B,2B7A7DAB3B677033F1CC50BE0DD1451A,VTS,1/13/2013 12:29,CSH,8.5,0,0.5,0,0,9
02F32A52C7BA748739602A7C095E8193,00A2DC1380E44036AFD1EA28FA133F9A,VTS,1/13/2013 12:46,CRD,52,0,0.5,10.4,4.8,67.7
03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1/13/2013 11:10,CSH,10.5,0,0.5,0,0,11
03055B956C21B1F915DCDB118AA79F21,E0C7A67293DE535DB04F8AFD8BF28F73,VTS,1/13/2013 3:17,CRD,22,0.5,0.5,4,0,27
03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1/13/2013 11:22,CSH,4,0,0.5,0,0,4.5
03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1/13/2013 11:48,CRD,9,0,0.5,1.8,0,11.3
03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1/13/2013 12:27,CRD,12,0,0.5,1.5,0,14
03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1/13/2013 12:00,CSH,4.5,0,0.5,0,0,5
03055B956C21B1F915DCDB118AA79F21,70E439FD489C38D2376D2B62A41733D1,VTS,1/13/2013 10:44,CSH,11.5,0,0.5,0,0,12
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 6:57,CSH,10,0,0.5,0,0,10.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 10:10,Unknown,16,0,0.5,4.8,0,21.3
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 9:31,Unknown,6.5,0,0.5,0,0,7
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 7:35,Unknown,6,0,0.5,0,0,6.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 10:39,Unknown,7,0,0.5,1,0,8.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 9:46,Unknown,14,0,0.5,0,0,14.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 10:47,Unknown,8,0,0.5,0,0,8.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 11:26,Unknown,7,0,0.5,1.2,0,8.7
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 12:05,Unknown,11.5,0,0.5,2.88,0,14.88
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 12:49,Unknown,7.5,0,0.5,0,0,8
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 12:58,Unknown,7,0,0.5,1,0,8.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 11:52,Unknown,6,0,0.5,1.5,0,8
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 7:11,Unknown,9,0,0.5,4,0,13.5
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 10:59,Unknown,6.5,0,0.5,1,0,8
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 7:57,Unknown,4.5,0,0.5,1,0,6
0310297769C8B049C0EA8E87C697F755,FB5C18116CBF874D51620888AA9E429B,VTS,1/13/2013 8:03,Unknown,4,0,0.5,0,0,4.5
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 11:17,Unknown,6.5,0,0.5,0,0,7
0321A1CAE98C6F5BA5E41ECAA8FE50C7,1BBA107A37ABA5D345532CFC9CBFD571,VTS,1/13/2013 3:11,Unknown,33.5,0.5,0.5,3.5,0,38
0321A1CAE98C6F5BA5E41ECAA8FE50C7,1BBA107A37ABA5D345532CFC9CBFD571,VTS,1/13/2013 2:31,Unknown,18,0.5,0.5,3.7,0,22.7
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 12:03,Unknown,10.5,0,0.5,2.1,0,13.1
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 13:19,Unknown,8.5,0,0.5,0,0,9
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 11:54,Unknown,5,0,0.5,1,0,6.5
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 11:06,Unknown,7,0,0.5,0,0,7.5
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 14:12,Unknown,7,0,0.5,0,0,7.5
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 10:53,Unknown,4.5,0,0.5,0.9,0,5.9
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 12:57,Unknown,14,0,0.5,0,0,14.5
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 11:38,Unknown,5.5,0,0.5,1,0,7
0321A1CAE98C6F5BA5E41ECAA8FE50C7,72C18A1EBF4716D6A0BF02C2573EA19A,VTS,1/13/2013 12:38,Unknown,5.5,0,0.5,0,0,6
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 10:20,Unknown,9.5,0,0.5,1.5,0,11.5
03433D4310F10E0DFA32737C788035B1,D244B4FDD5DEE7DB7A1B96C577F64168,VTS,1/13/2013 4:34,Unknown,8,0.5,0.5,0,0,9
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 10:31,Unknown,7.5,0,0.5,0,0,8
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 9:29,Unknown,18.5,0,0.5,0,0,19
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 13:16,Unknown,18.5,0,0.5,0,0,19
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 11:06,Unknown,6.5,0,0.5,0,0,7
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 12:50,Unknown,9,0,0.5,0,0,9.5
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 11:19,Unknown,23,0,0.5,0,0,23.5
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 11:48,Unknown,7.5,0,0.5,0,0,8
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 11:56,Unknown,8.5,0,0.5,1,0,10
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 10:41,Unknown,10.5,0,0.5,0,0,11
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 12:12,Unknown,10.5,0,0.5,0,0,11
03433D4310F10E0DFA32737C788035B1,72E89C102B4BEDC22BC6C8365A163FB2,VTS,1/13/2013 12:25,Unknown,13,0,0.5,0,0,13.5
